"SIGLA UF","CODIGO UF","CODIGO MUNICIPIO","MUNICIPIO","POPULACAO"
"CE","23","13104","Tabuleiro do Norte","28,291"
"CE","23","13203","Tamboril","25,459"
"CE","23","13252","Tarrafas","8,734"
"CE","23","13302","Tauá","54,273"
"CE","23","13351","Tejuçuoca","15,062"
"CE","23","13401","Tianguá","64,612"
"CE","23","13500","Trairi","48,620"
"CE","23","13559","Tururu","13,350"
"CE","23","13609","Ubajara","29,569"
"CE","23","13708","Umari","7,591"
"CE","23","13757","Umirim","18,195"
"CE","23","13807","Uruburetama","19,218"
"CE","23","13906","Uruoca","12,973"
"CE","23","13955","Varjota","17,087"
"CE","23","14003","Várzea Alegre","37,740"
"CE","23","14102","Viçosa do Ceará","52,855"
"RN","24","00109","Acari","10,911"
"RN","24","00208","Açu","51,262"
"RN","24","00307","Afonso Bezerra","10,339"
"RN","24","00406","Água Nova","2,843"
"RN","24","00505","Alexandria","13,729"
"RN","24","00604","Almino Afonso","4,948"
"RN","24","00703","Alto do Rodrigues","11,443"
"RN","24","00802","Angicos","11,227"
"RN","24","00901","Antônio Martins","6,997"
"RN","24","01008","Apodi","34,632"
"RN","24","01107","Areia Branca","24,398"
"RN","24","01206","Arês","12,236"
"RN","24","01305","Augusto Severo","8,936"
"RN","24","01404","Baía Formosa","8,466"
"RN","24","01453","Baraúna","23,098"
"RN","24","01503","Barcelona","3,928"
"RN","24","01602","Bento Fernandes","5,006"
"RN","24","01651","Bodó","2,542"
"RN","24","01701","Bom Jesus","8,478"
"RN","24","01800","Brejinho","11,135"
"RN","24","01859","Caiçara do Norte","6,384"
"RN","24","01909","Caiçara do Rio do Vento","3,064"
"RN","24","02006","Caicó","60,656"
"RN","24","02105","Campo Redondo","10,462"
"RN","24","02204","Canguaretama","29,334"
"RN","24","02303","Caraúbas","19,739"
"RN","24","02402","Carnaúba dos Dantas","6,836"
"RN","24","02501","Carnaubais","9,284"
"RN","24","02600","Ceará-Mirim","65,450"
"RN","24","02709","Cerro Corá","10,890"
"RN","24","02808","Coronel Ezequiel","5,255"
"RN","24","02907","Coronel João Pessoa","4,827"
"RN","24","03004","Cruzeta","7,825"
"RN","24","03103","Currais Novos","42,066"
"RN","24","03202","Doutor Severiano","6,431"
"RN","24","03301","Encanto","5,158"
"RN","24","03400","Equador","5,875"
"RN","24","03509","Espírito Santo","10,132"
"RN","24","03608","Extremoz","21,792"
"RN","24","03707","Felipe Guerra","5,680"
"RN","24","03756","Fernando Pedroza","2,876"
"RN","24","03806","Florânia","8,313"
"RN","24","03905","Francisco Dantas","2,928"
"RN","24","04002","Frutuoso Gomes","4,360"
"RN","24","04101","Galinhos","2,149"
"RN","24","04200","Goianinha","20,347"
"RN","24","04309","Governador Dix-Sept Rosado","12,374"
"RN","24","04408","Grossos","9,441"
"RN","24","04507","Guamaré","11,737"
"RN","24","04606","Ielmo Marinho","11,649"
"RN","24","04705","Ipanguaçu","13,444"
"RN","24","04804","Ipueira","2,035"
"RN","24","04853","Itajá","6,410"
"RN","24","04903","Itaú","5,758"
"RN","24","05009","Jaçanã","7,788"
"RN","24","05108","Jandaíra","6,447"
"RN","24","05207","Janduís","5,416"
"RN","24","05306","Januário Cicco","8,294"
"RN","24","05405","Japi","5,610"
"RN","24","05504","Jardim de Angicos","2,536"
"RN","24","05603","Jardim de Piranhas","13,704"
"RN","24","05702","Jardim do Seridó","12,013"
"RN","24","05801","João Câmara","30,423"
"RN","24","05900","João Dias","2,723"
"RN","24","06007","José da Penha","5,982"
"RN","24","06106","Jucurutu","17,501"
"RN","24","06155","Jundiá","3,517"
"RN","24","06205","Lagoa d'Anta","5,940"
"RN","24","06304","Lagoa de Pedras","6,989"
"RN","24","06403","Lagoa de Velhos","2,699"
"RN","24","06502","Lagoa Nova","13,167"
"RN","24","06601","Lagoa Salgada","7,179"
"RN","24","06700","Lajes","10,412"
"RN","24","06809","Lajes Pintadas","4,217"
"RN","24","06908","Lucrécia","3,418"
"RN","24","07005","Luís Gomes","9,763"
"RN","24","07104","Macaíba","63,337"
"RN","24","07203","Macau","27,132"
"RN","24","07252","Major Sales","3,459"
"RN","24","07302","Marcelino Vieira","8,112"
"RN","24","07401","Martins","8,089"
"RN","24","07500","Maxaranguape","8,969"
"RN","24","07609","Messias Targino","3,795"
"RN","24","07708","Montanhas","12,393"
"RN","24","07807","Monte Alegre","20,590"
"RN","24","07906","Monte das Gameleiras","2,394"
"RN","24","08003","Mossoró","234,390"
"RN","24","08102","Natal","774,230"
"RN","24","08201","Nísia Floresta","22,906"
"RN","24","08300","Nova Cruz","35,280"
"RN","24","08409","Olho-d'Água do Borges","4,442"
"RN","24","08508","Ouro Branco","4,973"
"RN","24","08607","Paraná","3,886"
"RN","24","08706","Paraú","3,880"
"RN","24","08805","Parazinho","4,772"
"RN","24","08904","Parelhas","19,972"
"RN","24","03251","Parnamirim","172,751"
"RN","24","09100","Passa e Fica","10,372"
"RN","24","09209","Passagem","2,629"
"RN","24","09308","Patu","11,303"
"RN","24","09407","Pau dos Ferros","26,728"
"RN","24","09506","Pedra Grande","3,918"
"RN","24","09605","Pedra Preta","2,659"
"RN","24","09704","Pedro Avelino","7,405"
"RN","24","09803","Pedro Velho","13,673"
"RN","24","09902","Pendências","12,505"
"RN","24","10009","Pilões","3,381"
"RN","24","10108","Poço Branco","12,288"
"RN","24","10207","Portalegre","6,855"
"RN","24","10256","Porto do Mangue","4,792"
"RN","24","10306","Presidente Juscelino","8,283"
"RN","24","10405","Pureza","8,030"
"RN","24","10504","Rafael Fernandes","4,608"
"RN","24","10603","Rafael Godeiro","3,131"
"RN","24","10702","Riacho da Cruz","3,025"
"RN","24","10801","Riacho de Santana","4,292"
"RN","24","10900","Riachuelo","6,824"
"RN","24","08953","Rio do Fogo","9,753"
"RN","24","11007","Rodolfo Fernandes","4,569"
"RN","24","11106","Ruy Barbosa","3,625"
"RN","24","11205","Santa Cruz","33,736"
"RN","24","09332","Santa Maria","4,659"
"RN","24","11403","Santana do Matos","14,312"
"RN","24","11429","Santana do Seridó","2,729"
"RN","24","11502","Santo Antônio","21,263"
"RN","24","11601","São Bento do Norte","3,529"
"RN","24","11700","São Bento do Trairí","3,702"
"RN","24","11809","São Fernando","3,381"
"RN","24","11908","São Francisco do Oeste","3,669"
"RN","24","12005","São Gonçalo do Amarante","77,363"
"RN","24","12104","São João do Sabugi","5,765"
"RN","24","12203","São José de Mipibu","36,990"
"RN","24","12302","São José do Campestre","11,744"
"RN","24","12401","São José do Seridó","3,925"
"RN","24","12500","São Miguel","22,579"
"RN","24","12559","São Miguel do Gostoso","8,810"
"RN","24","12609","São Paulo do Potengi","14,483"
"RN","24","12708","São Pedro","6,433"
"RN","24","12807","São Rafael","8,116"
"RN","24","12906","São Tomé","11,115"
"RN","24","13003","São Vicente","5,819"
"RN","24","13102","Senador Elói de Souza","5,906"
"RN","24","13201","Senador Georgino Avelino","3,690"
"RN","24","13300","Serra de São Bento","5,801"
"RN","24","13359","Serra do Mel","9,216"
"RN","24","13409","Serra Negra do Norte","7,241"
"RN","24","13508","Serrinha","6,740"
"RN","24","13557","Serrinha dos Pintos","4,360"
"RN","24","13607","Severiano Melo","5,671"
"RN","24","13706","Sítio Novo","5,212"
"RN","24","13805","Taboleiro Grande","2,278"
"RN","24","13904","Taipu","11,768"
"RN","24","14001","Tangará","13,081"
"RN","24","14100","Tenente Ananias","9,311"
"RN","24","14159","Tenente Laurentino Cruz","5,120"
"RN","24","11056","Tibau","3,750"
"RN","24","14209","Tibau do Sul","10,959"
"RN","24","14308","Timbaúba dos Batistas","2,295"
"RN","24","14407","Touros","29,436"
"RN","24","14456","Triunfo Potiguar","3,272"
"RN","24","14506","Umarizal","10,640"
"RN","24","14605","Upanema","12,719"
"RN","24","14704","Várzea","5,276"
"RN","24","14753","Venha-Ver","3,494"
"RN","24","14803","Vera Cruz","10,313"
"RN","24","14902","Viçosa","1,769"
"RN","24","15008","Vila Flor","2,647"
"PB","25","00106","Água Branca","9,224"
"PB","25","00205","Aguiar","5,629"
"PB","25","00304","Alagoa Grande","27,448"
"PB","25","00403","Alagoa Nova","19,163"
"PB","25","00502","Alagoinha","13,025"
"PB","25","00536","Alcantil","5,068"
"PB","25","00577","Algodão de Jandaíra","2,342"
"PB","25","00601","Alhandra","18,183"
"PB","25","00734","Amparo","2,007"
"PB","25","00775","Aparecida","7,323"
"PB","25","00809","Araçagi","17,376"
"PB","25","00908","Arara","12,356"
"PB","25","01005","Araruna","19,191"
"PB","25","01104","Areia","24,992"
"PB","25","01153","Areia de Baraúnas","2,096"
"PB","25","01203","Areial","6,234"
"PB","25","01302","Aroeiras","19,174"
"PB","25","01351","Assunção","3,336"
"PB","25","01401","Baía da Traição","7,630"
"PB","25","01500","Bananeiras","21,670"
"PB","25","01534","Baraúna","3,864"
"PB","25","01609","Barra de Santa Rosa","12,848"
"PB","25","01575","Barra de Santana","8,619"
"PB","25","01708","Barra de São Miguel","5,435"
"PB","25","01807","Bayeux","92,891"
"PB","25","01906","Belém","17,173"
"PB","25","02003","Belém do Brejo do Cruz","7,040"
"PB","25","02052","Bernardino Batista","3,164"
"PB","25","02102","Boa Ventura","5,800"
"PB","25","02151","Boa Vista","5,673"
"PB","25","02201","Bom Jesus","2,233"
"PB","25","02300","Bom Sucesso","5,152"
"PB","25","02409","Bonito de Santa Fé","10,253"
"PB","25","02508","Boqueirão","15,877"
"PB","25","02706","Borborema","5,009"
"PB","25","02805","Brejo do Cruz","12,424"
"PB","25","02904","Brejo dos Santos","5,743"
"PB","25","03001","Caaporã","19,388"
"PB","25","03100","Cabaceiras","4,907"
"PB","25","03209","Cabedelo","49,728"
"PB","25","03308","Cachoeira dos Índios","8,388"
"PB","25","03407","Cacimba de Areia","3,485"
"PB","25","03506","Cacimba de Dentro","17,108"
"PB","25","03555","Cacimbas","6,787"
"PB","25","03605","Caiçara","7,314"
"PB","25","03704","Cajazeiras","56,051"
"PB","25","03753","Cajazeirinhas","3,057"
"PB","25","03803","Caldas Brandão","5,363"
"PB","25","03902","Camalaú","5,761"
"PB","25","04009","Campina Grande","371,060"
"PB","25","16409","Campo de Santana","9,549"
"PB","25","04033","Capim","5,207"
"PB","25","04074","Caraúbas","3,824"
"PB","25","04108","Carrapateira","2,389"
"PB","25","04157","Casserengue","6,762"
"PB","25","04207","Catingueira","4,849"
"PB","25","04306","Catolé do Rocha","27,548"
"PB","25","04355","Caturité","4,467"
"PB","25","04405","Conceição","17,496"
"PB","25","04504","Condado","6,702"
"PB","25","04603","Conde","19,925"
"PB","25","04702","Congo","4,770"
"PB","25","04801","Coremas","15,236"
"PB","25","04850","Coxixola","1,705"
"PB","25","04900","Cruz do Espírito Santo","15,281"
"PB","25","05006","Cubati","6,356"
"PB","25","05105","Cuité","20,197"
"PB","25","05238","Cuité de Mamanguape","6,505"
"PB","25","05204","Cuitegi","7,047"
"PB","25","05279","Curral de Cima","5,469"
"PB","25","05303","Curral Velho","2,781"
"PB","25","05352","Damião","4,807"
"PB","25","05402","Desterro","7,929"
"PB","25","05600","Diamante","6,582"
"PB","25","05709","Dona Inês","10,832"
"PB","25","05808","Duas Estradas","3,748"
"PB","25","05907","Emas","3,257"
"PB","25","06004","Esperança","29,801"
"PB","25","06103","Fagundes","11,830"
"PB","25","06202","Frei Martinho","2,935"
"PB","25","06251","Gado Bravo","8,236"
"PB","25","06301","Guarabira","54,200"
"PB","25","06400","Gurinhém","13,209"
"PB","25","06509","Gurjão","2,985"
"PB","25","06608","Ibiara","6,139"
"PB","25","02607","Igaracy","6,334"
"PB","25","06707","Imaculada","11,451"
"PB","25","06806","Ingá","18,168"
"PB","25","06905","Itabaiana","24,752"
"PB","25","07002","Itaporanga","22,425"
"PB","25","07101","Itapororoca","15,966"
"PB","25","07200","Itatuba","9,841"
"PB","25","07309","Jacaraú","13,708"
"PB","25","07408","Jericó","7,825"
"PB","25","07507","João Pessoa","674,762"
"PB","25","07606","Juarez Távora","7,618"
"PB","25","07705","Juazeirinho","15,899"
"PB","25","07804","Junco do Seridó","6,486"
"PB","25","07903","Juripiranga","10,240"
"PB","25","08000","Juru","10,222"
"PB","25","08109","Lagoa","4,807"
"PB","25","08208","Lagoa de Dentro","7,258"
"PB","25","08307","Lagoa Seca","24,937"
"PB","25","08406","Lastro","2,834"
"PB","25","08505","Livramento","7,105"
"PB","25","08554","Logradouro","3,816"
"PB","25","08604","Lucena","10,943"
"PB","25","08703","Mãe d'Água","4,017"
"PB","25","08802","Malta","5,634"
"PB","25","08901","Mamanguape","40,283"
"PB","25","09008","Manaíra","10,986"
"PB","25","09057","Marcação","7,287"
"PB","25","09107","Mari","20,526"
"PB","25","09156","Marizópolis","6,214"
"PB","25","09206","Massaranduba","12,494"
"PB","25","09305","Mataraca","6,984"
"PB","25","09339","Matinhas","4,178"
"PB","25","09370","Mato Grosso","2,601"
"PB","25","09396","Maturéia","5,785"
"PB","25","09404","Mogeiro","12,305"
"PB","25","09503","Montadas","4,558"
"PB","25","09602","Monte Horebe","4,345"
"PB","25","09701","Monteiro","29,980"
"PB","25","09800","Mulungu","9,317"
"PB","25","09909","Natuba","10,216"
"PB","25","10006","Nazarezinho","6,933"
"PB","25","10105","Nova Floresta","10,032"
"PB","25","10204","Nova Olinda","6,280"
"PB","25","10303","Nova Palmeira","3,934"
"PB","25","10402","Olho d'Água","7,450"
"PB","25","10501","Olivedos","3,489"
"PB","25","10600","Ouro Velho","2,974"
"PB","25","10659","Parari","1,245"
"PB","25","10709","Passagem","2,124"
"PB","25","10808","Patos","97,276"
"PB","25","10907","Paulista","11,619"
"PB","25","11004","Pedra Branca","3,745"
"PB","25","11103","Pedra Lavrada","6,810"
"PB","25","11202","Pedras de Fogo","26,279"
"PB","25","12721","Pedro Régis","5,588"
"PB","25","11301","Piancó","15,881"
"PB","25","11400","Picuí","18,716"
"PB","25","11509","Pilar","11,301"
"PB","25","11608","Pilões","6,936"
"PB","25","11707","Pilõezinhos","5,319"
"PB","25","11806","Pirpirituba","10,232"
"PB","25","11905","Pitimbu","16,140"
"PB","25","12002","Pocinhos","15,956"
"PB","25","12036","Poço Dantas","3,919"
"PB","25","12077","Poço de José de Moura","3,959"
"PB","25","12101","Pombal","31,524"
"PB","25","12200","Prata","3,896"
"PB","25","12309","Princesa Isabel","19,330"
"PB","25","12408","Puxinanã","12,881"
"PB","25","12507","Queimadas","38,883"
"PB","25","12606","Quixabá","1,433"
"PB","25","12705","Remígio","16,748"
"PB","25","12747","Riachão","3,405"
"PB","25","12754","Riachão do Bacamarte","4,172"
"PB","25","12762","Riachão do Poço","4,239"
"PB","25","12788","Riacho de Santo Antônio","1,524"
"PB","25","12804","Riacho dos Cavalos","8,057"
"PB","25","12903","Rio Tinto","23,023"
"PB","25","13000","Salgadinho","3,367"
"PB","25","13109","Salgado de São Félix","12,526"
"PB","25","13158","Santa Cecília","7,016"
"PB","25","13208","Santa Cruz","6,480"
"PB","25","13307","Santa Helena","6,028"
"PB","25","13356","Santa Inês","3,707"
"PB","25","13406","Santa Luzia","14,292"
"PB","25","13703","Santa Rita","122,454"
"PB","25","13802","Santa Teresinha","4,644"
"PB","25","13505","Santana de Mangueira","5,609"
"PB","25","13604","Santana dos Garrotes","7,610"
"PB","25","13653","Santarém","2,660"
"PB","25","13851","Santo André","2,641"
"PB","25","13927","São Bentinho","4,049"
"PB","25","13901","São Bento","29,196"
"PB","25","13968","São Domingos de Pombal","2,719"
"PB","25","13943","São Domingos do Cariri","2,265"
"PB","25","13984","São Francisco","3,442"
"PB","25","14008","São João do Cariri","4,438"
"PB","25","00700","São João do Rio do Peixe","17,773"
"PB","25","14107","São João do Tigre","4,578"
"PB","25","14206","São José da Lagoa Tapada","7,810"
"PB","25","14305","São José de Caiana","5,942"
"PB","25","14404","São José de Espinharas","4,913"
"PB","25","14503","São José de Piranhas","18,898"
"PB","25","14552","São José de Princesa","4,644"
"PB","25","14602","São José do Bonfim","3,180"
"PB","25","14651","São José do Brejo do Cruz","1,647"
"PB","25","14701","São José do Sabugi","3,986"
"PB","25","14800","São José dos Cordeiros","3,973"
"PB","25","14453","São José dos Ramos","5,482"
"PB","25","14909","São Mamede","7,782"
"PB","25","15005","São Miguel de Taipu","6,568"
"PB","25","15104","São Sebastião de Lagoa de Roça","10,908"
"PB","25","15203","São Sebastião do Umbuzeiro","3,061"
"PB","25","15302","Sapé","46,363"
"PB","25","15401","Seridó","9,737"
"PB","25","15500","Serra Branca","12,413"
"PB","25","15609","Serra da Raiz","3,130"
"PB","25","15708","Serra Grande","3,038"
"PB","25","15807","Serra Redonda","7,651"
"PB","25","15906","Serraria","6,602"
"PB","25","15930","Sertãozinho","4,213"
"PB","25","15971","Sobrado","7,340"
"PB","25","16003","Solânea","27,346"
"PB","25","16102","Soledade","13,128"
"PB","25","16151","Sossêgo","2,965"
"PB","25","16201","Sousa","63,783"
"PB","25","16300","Sumé","16,456"
"PB","25","16508","Taperoá","14,715"
"PB","25","16607","Tavares","14,021"
"PB","25","16706","Teixeira","13,685"
"PB","25","16755","Tenório","2,806"
"PB","25","16805","Triunfo","9,624"
"PB","25","16904","Uiraúna","14,454"
"PB","25","17001","Umbuzeiro","9,173"
"PB","25","17100","Várzea","2,457"
"PB","25","17209","Vieirópolis","4,756"
"PB","25","05501","Vista Serrana","3,253"
"PB","25","17407","Zabelê","2,024"
"PE","26","00054","Abreu e Lima","92,217"
"PE","26","00104","Afogados da Ingazeira","34,047"
"PE","26","00203","Afrânio","16,471"
"PE","26","00302","Agrestina","21,456"
"PE","26","00401","Água Preta","29,508"
"PE","26","00500","Águas Belas","37,992"
"PE","26","00609","Alagoinha","14,016"
"PE","26","00708","Aliança","34,740"
"PE","26","00807","Altinho","21,782"
"PE","26","00906","Amaraji","20,149"
"PE","26","01003","Angelim","9,836"
"PE","26","01052","Araçoiaba","16,520"
"PE","26","01102","Araripina","75,878"
"PE","26","01201","Arcoverde","64,863"
"PE","26","01300","Barra de Guabiraba","13,900"
"PE","26","01409","Barreiros","41,748"
"PE","26","01508","Belém de Maria","9,649"
"PE","26","01607","Belém de São Francisco","20,545"
"PE","26","01706","Belo Jardim","70,963"
"PE","26","01805","Betânia","11,548"
"PE","26","01904","Bezerros","56,629"
"PE","26","02001","Bodocó","33,381"
"PE","26","02100","Bom Conselho","43,397"
"PE","26","02209","Bom Jardim","39,023"
"PE","26","02308","Bonito","39,111"
"PE","26","02407","Brejão","9,341"
"PE","26","02506","Brejinho","7,158"
"PE","26","02605","Brejo da Madre de Deus","40,265"
"PE","26","02704","Buenos Aires","12,962"
"PE","26","02803","Buíque","49,937"
"PE","26","02902","Cabo de Santo Agostinho","163,139"
"PE","26","03009","Cabrobó","28,851"
"PE","26","03108","Cachoeirinha","17,421"
"PE","26","03207","Caetés","25,219"
"PE","26","03306","Calçado","11,337"
"PE","26","03405","Calumbi","7,577"
"PE","26","03454","Camaragibe","136,381"
"PE","26","03504","Camocim de São Félix","15,831"
"PE","26","03603","Camutanga","7,921"
"PE","26","03702","Canhotinho","24,218"
"PE","26","03801","Capoeiras","19,337"
"PE","26","03900","Carnaíba","18,345"
"PE","26","03926","Carnaubeira da Penha","11,689"
"PE","26","04007","Carpina","65,390"
"PE","26","04106","Caruaru *","289,086"
"PE","26","04155","Casinhas","14,103"
"PE","26","04205","Catende","33,479"
"PE","26","04304","Cedro","10,283"
"PE","26","04403","Chã de Alegria","11,636"
"PE","26","04502","Chã Grande","17,563"
"PE","26","04601","Condado","23,211"
"PE","26","04700","Correntes","16,330"
"PE","26","04809","Cortês","11,616"
"PE","26","04908","Cumaru","16,388"
"PE","26","05004","Cupira","22,106"
"PE","26","05103","Custódia","32,157"
"PE","26","05152","Dormentes","15,595"
"PE","26","05202","Escada","59,850"
"PE","26","05301","Exu","30,567"
"PE","26","05400","Feira Nova","19,276"
"PE","26","05459","Fernando de Noronha","2,801"
"PE","26","05509","Ferreiros","11,002"
"PE","26","05608","Flores","21,962"
"PE","26","05707","Floresta","26,648"
"PE","26","05806","Frei Miguelinho","14,067"
"PE","26","05905","Gameleira","26,281"
"PE","26","06002","Garanhuns","124,996"
"PE","26","06101","Glória do Goitá","27,397"
"PE","26","06200","Goiana","71,796"
"PE","26","06309","Granito","6,593"
"PE","26","06408","Gravatá","71,570"
"PE","26","06507","Iati","17,733"
"PE","26","06606","Ibimirim","27,261"
"PE","26","06705","Ibirajuba","7,545"
"PE","26","06804","Igarassu","93,748"
"PE","26","06903","Iguaraci","11,880"
"PE","26","07604","Ilha de Itamaracá","17,573"
"PE","26","07000","Inajá","14,036"
"PE","26","07109","Ingazeira","4,444"
"PE","26","07208","Ipojuca","70,070"
"PE","26","07307","Ipubi","25,718"
"PE","26","07406","Itacuruba","4,097"
"PE","26","07505","Itaíba","26,735"
"PE","26","07653","Itambé","34,944"
"PE","26","07703","Itapetim","13,849"
"PE","26","07752","Itapissuma","22,852"
"PE","26","07802","Itaquitinga","14,985"
"PE","26","07901","Jaboatão dos Guararapes *","665,387"
"PE","26","07950","Jaqueira","12,102"
"PE","26","08008","Jataúba","14,813"
"PE","26","08057","Jatobá","13,797"
"PE","26","08107","João Alfredo","28,488"
"PE","26","08206","Joaquim Nabuco","15,947"
"PE","26","08255","Jucati","10,500"
"PE","26","08305","Jupi","13,628"
"PE","26","08404","Jurema","14,760"
"PE","26","08453","Lagoa do Carro","14,380"
"PE","26","08503","Lagoa do Itaenga","19,987"
"PE","26","08602","Lagoa do Ouro","11,655"
"PE","26","08701","Lagoa dos Gatos","15,967"
"PE","26","08750","Lagoa Grande","21,125"
"PE","26","08800","Lajedo","33,348"
"PE","26","08909","Limoeiro","55,560"
"PE","26","09006","Macaparana","23,078"
"PE","26","09105","Machados","11,152"
"PE","26","09154","Manari","16,540"
"PE","26","09204","Maraial","12,352"
"PE","26","09303","Mirandiba","13,304"
"PE","26","14303","Moreilândia","10,424"
"PE","26","09402","Moreno","52,830"
"PE","26","09501","Nazaré da Mata","29,202"
"PE","26","09600","Olinda *","391,433"
"PE","26","09709","Orobó","21,632"
"PE","26","09808","Orocó","13,167"
"PE","26","09907","Ouricuri","63,042"
"PE","26","10004","Palmares","56,643"
"PE","26","10103","Palmeirina","8,487"
"PE","26","10202","Panelas","24,918"
"PE","26","10301","Paranatama","11,669"
"PE","26","10400","Parnamirim","19,214"
"PE","26","10509","Passira","27,910"
"PE","26","10608","Paudalho","45,777"
"PE","26","10707","Paulista *","307,284"
"PE","26","10806","Pedra","20,132"
"PE","26","10905","Pesqueira","61,337"
"PE","26","11002","Petrolândia","30,597"
"PE","26","11101","Petrolina *","268,339"
"PE","26","11200","Poção","11,135"
"PE","26","11309","Pombos","21,810"
"PE","26","11408","Primavera","11,853"
"PE","26","11507","Quipapá","24,197"
"PE","26","11533","Quixaba","6,875"
"PE","26","11606","Recife *","1,533,580"
"PE","26","11705","Riacho das Almas","18,269"
"PE","26","11804","Ribeirão","38,755"
"PE","26","11903","Rio Formoso","21,024"
"PE","26","12000","Sairé","13,709"
"PE","26","12109","Salgadinho","7,770"
"PE","26","12208","Salgueiro","53,167"
"PE","26","12307","Saloá","15,027"
"PE","26","12406","Sanharó","17,627"
"PE","26","12455","Santa Cruz","13,644"
"PE","26","12471","Santa Cruz da Baixa Verde","11,610"
"PE","26","12505","Santa Cruz do Capibaribe","73,680"
"PE","26","12554","Santa Filomena","13,759"
"PE","26","12604","Santa Maria da Boa Vista","39,626"
"PE","26","12703","Santa Maria do Cambucá","12,348"
"PE","26","12802","Santa Terezinha","9,934"
"PE","26","12901","São Benedito do Sul","9,790"
"PE","26","13008","São Bento do Una","47,230"
"PE","26","13107","São Caitano","34,769"
"PE","26","13206","São João","21,011"
"PE","26","13305","São Joaquim do Monte","20,869"
"PE","26","13404","São José da Coroa Grande","17,090"
"PE","26","13503","São José do Belmonte","32,704"
"PE","26","13602","São José do Egito","30,469"
"PE","26","13701","São Lourenço da Mata","95,304"
"PE","26","13800","São Vicente Ferrer","16,598"
"PE","26","13909","Serra Talhada","76,198"
"PE","26","14006","Serrita","18,228"
"PE","26","14105","Sertânia","34,069"
"PE","26","14204","Sirinhaém","36,414"
"PE","26","14402","Solidão","5,837"
"PE","26","14501","Surubim","53,934"
"PE","26","14600","Tabira","25,836"
"PE","26","14709","Tacaimbó","12,095"
"PE","26","14808","Tacaratu","20,552"
"PE","26","14857","Tamandaré","18,137"
"PE","26","15003","Taquaritinga do Norte","21,447"
"PE","26","15102","Terezinha","6,496"
"PE","26","15201","Terra Nova","9,057"
"PE","26","15300","Timbaúba","51,529"
"PE","26","15409","Toritama","29,900"
"PE","26","15508","Tracunhaém","12,734"
"PE","26","15607","Trindade","24,642"
"PE","26","15706","Triunfo","15,225"
"PE","26","15805","Tupanatinga","18,913"
"PE","26","15904","Tuparetama","8,257"
"PE","26","16001","Venturosa","15,576"
"PE","26","16100","Verdejante","9,567"
"PE","26","16183","Vertente do Lério","7,500"
"PE","26","16209","Vertentes","17,021"
"PE","26","16308","Vicência","27,360"
"PE","26","16407","Vitória de Santo Antão","121,233"
"PE","26","16506","Xexéu","14,224"
"AL","27","00102","Água Branca","19,316"
"AL","27","00201","Anadia","17,274"
"AL","27","00300","Arapiraca","202,398"
"AL","27","00409","Atalaia","50,323"
"AL","27","00508","Barra de Santo Antônio","13,731"
"AL","27","00607","Barra de São Miguel","7,247"
"AL","27","00706","Batalha","16,247"
"AL","27","00805","Belém","5,031"
"AL","27","00904","Belo Monte","7,238"
"AL","27","01001","Boca da Mata","25,145"
"AL","27","01100","Branquinha","11,796"
"AL","27","01209","Cacimbinhas","9,843"
"AL","27","01308","Cajueiro","20,076"
"AL","27","01357","Campestre","6,016"
"AL","27","01407","Campo Alegre","45,307"
"AL","27","01506","Campo Grande","9,563"
"AL","27","01605","Canapi","17,793"
"AL","27","01704","Capela","17,034"
"AL","27","01803","Carneiros","8,044"
"AL","27","01902","Chã Preta","6,953"
"AL","27","02009","Coité do Nóia","10,916"
"AL","27","02108","Colônia Leopoldina","19,363"
"AL","27","02207","Coqueiro Seco","5,336"
"AL","27","02306","Coruripe","51,027"
"AL","27","02355","Craíbas","22,411"
"AL","27","02405","Delmiro Gouveia","46,599"
"AL","27","02504","Dois Riachos","10,885"
"AL","27","02553","Estrela de Alagoas","16,694"
"AL","27","02603","Feira Grande","21,180"
"AL","27","02702","Feliz Deserto","4,370"
"AL","27","02801","Flexeiras","11,928"
"AL","27","02900","Girau do Ponciano","35,162"
"AL","27","03007","Ibateguara","15,359"
"AL","27","03106","Igaci","25,140"
"AL","27","03205","Igreja Nova","22,925"
"AL","27","03304","Inhapi","17,637"
"AL","27","03403","Jacaré dos Homens","5,724"
"AL","27","03502","Jacuípe","6,883"
"AL","27","03601","Japaratinga","7,463"
"AL","27","03700","Jaramataia","5,939"
"AL","27","03759","Jequiá da Praia","11,430"
"AL","27","03809","Joaquim Gomes","21,735"
"AL","27","03908","Jundiá","4,569"
"AL","27","04005","Junqueiro","24,460"
"AL","27","04104","Lagoa da Canoa","18,017"
"AL","27","04203","Limoeiro de Anadia","25,484"
"AL","27","04302","Maceió","896,965"
"AL","27","04401","Major Isidoro","18,811"
"AL","27","04906","Mar Vermelho","4,014"
"AL","27","04500","Maragogi","25,726"
"AL","27","04609","Maravilha","10,203"
"AL","27","04708","Marechal Deodoro","45,141"
"AL","27","04807","Maribondo","13,865"
"AL","27","05002","Mata Grande","24,599"
"AL","27","05101","Matriz de Camaragibe","24,656"
"AL","27","05200","Messias","15,072"
"AL","27","05309","Minador do Negrão","5,160"
"AL","27","05408","Monteirópolis","7,090"
"AL","27","05507","Murici","25,964"
"AL","27","05606","Novo Lino","11,903"
"AL","27","05705","Olho d'Água das Flores","19,885"
